date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:48:44	42/42	------	200	untouched ('OK')	text/plain	etag:W/%222a-1931b826658%22	https://nbackchallenge.com/robots.txt		(from )
20:48:44	63727/63727	------	200	untouched ('OK')	text/html	etag:%22d0cs6j1d651d61%22	https://nbackchallenge.com/	nbackchallenge.com/index.html	(from )
20:48:44	69704/69704	---MCZ	200	added ('OK')	text/html	etag:%22cdww24e9jf1hps%22	https://nbackchallenge.com/privacy-policy	nbackchallenge.com/privacy-policy.html	(from https://nbackchallenge.com/)
20:48:45	78548/78548	------	200	untouched ('')	image/png	etag:W/%22132d4-1931b826658%22	https://nbackchallenge.com/images/ogLandingPage.png	nbackchallenge.com/images/ogLandingPage.png	(from https://nbackchallenge.com/)
20:48:45	185936/185936	------	200	untouched ('OK')	image/svg+xml	etag:W/%222d650-1931b826658%22	https://nbackchallenge.com/images/iPhoneScreens.svg	nbackchallenge.com/images/iPhoneScreens.svg	(from https://nbackchallenge.com/)
20:48:45	389995/389995	------	200	untouched ('')	application/javascript	date:Sun,%2009%20Mar%202025%2020:47:56%20GMT	https://www.googletagmanager.com/gtag/js?id=G-5DXF7LT0NW	www.googletagmanager.com/gtag/js3479	(from https://nbackchallenge.com/)
20:48:45	297/297	------	200	untouched ('OK')	image/svg+xml	etag:W/%22129-1931b826658%22	https://nbackchallenge.com/images/burger.svg	nbackchallenge.com/images/burger.svg	(from https://nbackchallenge.com/)
20:48:45	334/334	------	200	untouched ('OK')	image/svg+xml	etag:W/%2214e-1931b826658%22	https://nbackchallenge.com/images/burgerCloseIcon.svg	nbackchallenge.com/images/burgerCloseIcon.svg	(from https://nbackchallenge.com/)
20:48:45	743/743	------	200	untouched ('OK')	image/svg+xml	etag:W/%222e7-1931b826658%22	https://nbackchallenge.com/images/nbc.svg	nbackchallenge.com/images/nbc.svg	(from https://nbackchallenge.com/)
20:48:45	1678/1678	------	200	untouched ('OK')	image/svg+xml	etag:W/%2268e-1931b826658%22	https://nbackchallenge.com/images/appleGrey.svg	nbackchallenge.com/images/appleGrey.svg	(from https://nbackchallenge.com/)
20:48:45	762/762	------	200	untouched ('OK')	image/svg+xml	etag:W/%222fa-1931b826658%22	https://nbackchallenge.com/images/playStoreGrey.svg	nbackchallenge.com/images/playStoreGrey.svg	(from https://nbackchallenge.com/)
20:48:45	98868/98868	------	200	untouched ('')	font/woff2	etag:W/%2218234-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Regular.woff2	nbackchallenge.com/fonts/Inter-Regular.woff2	(from https://nbackchallenge.com/)
20:48:45	105924/105924	------	200	untouched ('')	font/woff2	etag:W/%2219dc4-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Medium.woff2	nbackchallenge.com/fonts/Inter-Medium.woff2	(from https://nbackchallenge.com/)
20:48:45	106140/106140	------	200	untouched ('')	font/woff2	etag:W/%2219e9c-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Bold.woff2	nbackchallenge.com/fonts/Inter-Bold.woff2	(from https://nbackchallenge.com/)
20:48:45	105804/105804	------	200	untouched ('')	font/woff2	etag:W/%2219d4c-1931b826658%22	https://nbackchallenge.com/fonts/Inter-SemiBold.woff2	nbackchallenge.com/fonts/Inter-SemiBold.woff2	(from https://nbackchallenge.com/)
20:48:45	195/195	------	200	untouched ('')	application/manifest+json	etag:W/%22c3-1931b826658%22	https://nbackchallenge.com/manifest.webmanifest	nbackchallenge.com/manifest.webmanifest	(from https://nbackchallenge.com/)
20:48:45	5430/5430	------	200	untouched ('')	image/x-icon	etag:W/%221536-1931b826658%22	https://nbackchallenge.com/favicon.ico	nbackchallenge.com/favicon.ico	(from https://nbackchallenge.com/)
20:48:45	635/635	------	200	untouched ('OK')	image/svg+xml	etag:W/%2227b-1931b826658%22	https://nbackchallenge.com/icon.svg	nbackchallenge.com/icon.svg	(from https://nbackchallenge.com/)
20:48:45	1533/1533	------	200	untouched ('')	image/png	etag:W/%225fd-1931b826658%22	https://nbackchallenge.com/apple-touch-icon.png	nbackchallenge.com/apple-touch-icon.png	(from https://nbackchallenge.com/)
20:48:45	5870/5870	------	200	untouched ('OK')	text/css	etag:W/%2216ee-1931c2c7968%22	https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css	nbackchallenge.com/_next/static/css/49a04fb6dd936701.css	(from https://nbackchallenge.com/)
20:48:45	112594/112594	------	200	untouched ('')	application/javascript	etag:W/%221b7d2-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/polyfills-42372ed130431b0a.js	nbackchallenge.com/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://nbackchallenge.com/)
20:48:45	3849/3849	------	200	untouched ('')	application/javascript	etag:W/%22f09-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/webpack-6e7a34c5a4e150dd.js	nbackchallenge.com/_next/static/chunks/webpack-6e7a34c5a4e150dd.js	(from https://nbackchallenge.com/)
20:48:45	140033/140033	------	200	untouched ('')	application/javascript	etag:W/%2222301-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/framework-e9c2361246278a7b.js	nbackchallenge.com/_next/static/chunks/framework-e9c2361246278a7b.js	(from https://nbackchallenge.com/)
